text_segment,articles,compliance
How We use that information,Article 5 - Principles relating to processing of personal data ,compliant
(b) How We use the information We receive,Article 5 - Principles relating to processing of personal data ,compliant
Any information we receive regarding You is to enable Us to offer better services to You.,Article 5 - Principles relating to processing of personal data ,compliant
" to improve the design and content of Our Website, to personalize Our visitorsâ experience or to offer products, programs and services.",Article 5 - Principles relating to processing of personal data ,compliant
We may also use information to ensure that Our Users are in compliance with our Terms.,Article 5 - Principles relating to processing of personal data ,compliant
"In this way, We can provide You with a personalized experience on the Websites.",Article 5 - Principles relating to processing of personal data ,compliant
This collection of data is used for statistical analysis about Our Websites for analytical purposes.,Article 5 - Principles relating to processing of personal data ,compliant
"These technologies help Us better understand user behavior, tell Us which parts of Our Websites people have visited, and facilitate and measure the effectiveness of advertisements and web searches.",Article 5 - Principles relating to processing of personal data ,compliant
They are merely mathematical or analytical data about Our visitors and their use on Our Websites.,Article 5 - Principles relating to processing of personal data ,compliant
This information helps Us improve Our Websites and services provided to You.,Article 5 - Principles relating to processing of personal data ,compliant
"We use this information to understand and analyze trends, to administer the site, to learn about user behavior on the site, to improve Our Service, and to gather demographic information about Our user base as a whole.",Article 5 - Principles relating to processing of personal data ,compliant
We may use this information for marketing and advertising purposes.,Article 5 - Principles relating to processing of personal data ,compliant
We have provided a lawful basis to explain why We need to process Personal Information,Article 5 - Principles relating to processing of personal data ,compliant
To enhance your personal experience and deliver any specific type of content or product range you have been looking out for,Article 5 - Principles relating to processing of personal data ,compliant
To make our website better that further delivers a hassle-free experience to the users,Article 5 - Principles relating to processing of personal data ,compliant
To help us serve you better in respond to the customer service requests we receive,Article 5 - Principles relating to processing of personal data ,compliant
These cookies also help us keep your selected items in the shopping cart and also understand your preferences depending upon your activities.,Article 5 - Principles relating to processing of personal data ,compliant
officecomms.com also uses cookies to collect the data to measure the websiteâs traffic and website interaction so that we can deliver you a smooth online experience and better tools in the future.,"Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
Save the preferences or the choices of the users for future visits,Article 5 - Principles relating to processing of personal data ,compliant
"To organize the information and track your activities, we may also use authorized and trusted third-party websites or services.",Article 5 - Principles relating to processing of personal data ,compliant
To target content on our website to more closely match your interests,Article 5 - Principles relating to processing of personal data ,compliant
To target the appropriate content for email marketing messages to better match your interests,Article 5 - Principles relating to processing of personal data ,compliant
"We may use cookies, web beacons and similar technologies to collect non-personally identifiable information about site users","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
we may use this information to serve targeted advertisements on this site.,Article 5 - Principles relating to processing of personal data ,compliant
"The information collected allows us to analyze how users use the site and to track user interests, trends and patterns, thus allowing us to deliver more relevant advertisements to users.",Article 5 - Principles relating to processing of personal data ,compliant
" to deliver advertisements on this Site, and on other websites that participate in our service providers advertising networks, that are tailored to match the perceived interests of consumers.",Article 5 - Principles relating to processing of personal data ,compliant
 which are used only by us to recognize your computer or mobile device when it revisits our Services,Article 5 - Principles relating to processing of personal data ,compliant
We use third party cookies to recognize your computer or mobile device when it visits other websites.,Article 5 - Principles relating to processing of personal data ,compliant
These cookies are essential to provide you with services available through our Services and to enable you to use some of its features.,Article 5 - Principles relating to processing of personal data ,compliant
These cookies allow our Services to remember choices you make when you use our Services,Article 5 - Principles relating to processing of personal data ,compliant
third party advertisers can place cookies to enable them to show adverts which we think will be relevant to your interests,Article 5 - Principles relating to processing of personal data ,compliant
They may use this information to provide you with interest ­based behavioral advertising or other targeted content.,Article 5 - Principles relating to processing of personal data ,compliant
"The legal bases for which we collect, use, transfer or disclose your personal information include marketing, improvement of our services and other legitimate business interests, protection of yours and others vital interests.",Article 5 - Principles relating to processing of personal data ,compliant
"We may supplement the information in order to enhance our ability to serve you, to tailor our content to you and to offer you opportunities to purchase products or services that we believe may be of interest to you.",Article 5 - Principles relating to processing of personal data ,compliant
"They may also use information about your browser or devices visits and usage patterns on the Service, and to measure the effectiveness of their ads and to personalize the advertising content.",Article 5 - Principles relating to processing of personal data ,compliant
we collect it for the purpose of matching our users based on their location.,Article 5 - Principles relating to processing of personal data ,compliant
We use your information to allow us,Article 5 - Principles relating to processing of personal data ,compliant
We use the information we have to improve our advertising systems so we can show you relevant ads and measure the effectiveness and reach of ads and services.,Article 5 - Principles relating to processing of personal data ,compliant
"We may also use Personal Information to comply with applicable law, including laws outside your country of residence, to comply with legal process, to respond to requests from public and government authorities",Article 5 - Principles relating to processing of personal data ,compliant
"We may use this data, on its own or combined with first-party data collected on the Site, to serve targeted advertising,   personalize your Site experience, or otherwise.",Article 5 - Principles relating to processing of personal data ,compliant
"Privy often conducts research on its customer demographics, interests and behavior based on the Personal Information and other information provided to us.",Article 5 - Principles relating to processing of personal data ,compliant
to provide you with personalized content,Article 5 - Principles relating to processing of personal data ,compliant
we may use your location data to serve you geo-targeted ads for,Article 5 - Principles relating to processing of personal data ,compliant
"Healthline and its partners use cookies or similar technologies to analyze trends, administer the website, track users movements around the website, and to gather demographic information",Article 9 - Processing of special categories of personal data ,compliant
We use the information we collect to provide the Service to you.,Article 5 - Principles relating to processing of personal data ,compliant
"Other account information and usage information may be used for diagnosis, security and Product and Service optimization.",Article 5 - Principles relating to processing of personal data ,compliant
Stack Overflow collects certain application metadata for the purposes of maintaining and enhancing the Stack Overflow for Team product and related services we provide.,"Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"In order to provide meaningful insights into the developer community, Stack Overflow may collect sensitive data about you","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
who may use cookies or other similar technologies to provide you with advertising based on your browsing activities and interests.,"Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"we collect your information to provide you with ongoing customer assistance and technical support, and to enhance our data security and fraud prevention capabilities.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"We also use cookies to monitor aggregate usage and web traffic routing on our Services, to return you to a persistent location of your choosing, and to customize and improve our Services and to measure the traffic to our Sites and the use of different features of the Services.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"These include hosting and server co-location services, communications and content delivery networks (CDNs), data and cyber security services, billing and payment processing services, fraud detection and prevention services, industry analysis, demographic profiling, web analytics, e-mail distribution and monitoring services, session recording and remote access services, performance measurement, data optimisation and marketing services",Article 5 - Principles relating to processing of personal data ,compliant
We may obtain information from our partners,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"to better understand users interests and to provide more relevant content, including job listings and advertising.",Article 5 - Principles relating to processing of personal data ,compliant
"Comcast may use this data to determine which news articles, movies, or television shows to recommend to you.",Article 5 - Principles relating to processing of personal data ,compliant
Provide you with more relevant content and advertisements,Article 5 - Principles relating to processing of personal data ,compliant
We also use Cookies in order to enable us to conduct surveys for our own use and on behalf of our advertisers.,Article 5 - Principles relating to processing of personal data ,compliant
"GPS (global positioning systems) software, geo-filtering, and other location-aware technologies locate (sometimes precisely) you for purposes such as verifying your location and delivering or restricting relevant content based on your location","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
to send you products you have ordered,Article 5 - Principles relating to processing of personal data ,compliant
"to correct or supplement our records, improve the quality or personalization of our service to you, and prevent or detect fraud",Article 5 - Principles relating to processing of personal data ,compliant
"to process your transaction (including recurring payments, if applicable), to provide you with the requested products or services and to protect our rights or the rights of others",Article 5 - Principles relating to processing of personal data ,compliant
"for limited purposes such as to process your transaction (including recurring payments, if applicable), to provide you with the requested products or services",Article 5 - Principles relating to processing of personal data ,compliant
We process your information as necessary to comply with our legal obligations,Article 5 - Principles relating to processing of personal data ,compliant
we use your information to protect our rights or the rights of others,Article 5 - Principles relating to processing of personal data ,compliant
to complete the subscription process,Article 5 - Principles relating to processing of personal data ,compliant
to improve its services,Article 5 - Principles relating to processing of personal data ,compliant
which ultimately helps us in delivering better services,Article 5 - Principles relating to processing of personal data ,compliant
in order to provide advertisements about goods and services of interest to you.,Article 5 - Principles relating to processing of personal data ,compliant
you to have the flexibility to move your data to other service providers as you wish.,Article 20 - Right to data portability ,compliant
"Where applicable, you may also have a right to receive a machine-readable copy of your personal data.",Article 20 - Right to data portability ,compliant
The right to request a copy of your personal data in a machine readable format and the right to transmit that personal data for use in another partyâs service.,Article 20 - Right to data portability ,compliant
If applicable under the legislation in your jurisdictions you may request copies of your personal information which we hold.,Article 20 - Right to data portability ,compliant
"You may also be entitled to request copies of personal information that you have provided to us in a structured, commonly used, and machine-readable format and/or request us to transmit this information to another service provider (where technically feasible).",Article 20 - Right to data portability ,compliant
"If you reside in the EU or Japan, you may request in writing copies of your Personal Information held by us.",Article 20 - Right to data portability ,compliant
"In addition to the rights above, you may have the right to have the information you have provided to us",Article 15 - Right of access by the data subject ,compliant
we use to provide services to you in a machine-readable format.,Article 20 - Right to data portability ,compliant
"request portability of your own Personal Data (the transfer of information you have provided to us, to another controller, in a structured, commonly used and machine-readable format), if such a request is technically possible to complete.",Article 20 - Right to data portability ,compliant
"Request that, wherever possible, you be provided with copies of any information in a structured, commonly used digital format.",Article 20 - Right to data portability ,compliant
Request the transfer of your personal data to you or to a third party.,Article 20 - Right to data portability ,compliant
"We will provide to you, or a third party you have chosen, your personal data in a structured, commonly used, machine-readable format.",Article 20 - Right to data portability ,compliant
Please note that when you transfer any Personal Information directly to a Company entity established outside the EEA,Article 20 - Right to data portability ,compliant
"Right to data portability.In certain circumstances, you may request we provide a copy of your personal data in a structured, commonly used and machine-readable format and have it transferred to another provider of the same or similar services.",Article 20 - Right to data portability ,compliant
"U.S. News may also collect information such as your internet protocol (IP"") address",Article 9 - Processing of special categories of personal data ,compliant
you have the right to request the transmission of the personal information you have provided to us to you or another company,Article 20 - Right to data portability ,compliant
right to obtain and download a copy of the personal data you provided,Article 15 - Right of access by the data subject ,compliant
you may have the right to transfer this information.,Article 20 - Right to data portability ,compliant
You can request to obtain a portable copy of data,Article 20 - Right to data portability ,compliant
"If you are an EU resident, you may have the right to have your Personal Information transferred to another controller",Article 20 - Right to data portability ,compliant
You can also ask us to share your information in a usable format with another company,Article 20 - Right to data portability ,compliant
"To make such a request, please send an email to yourcaliforniaprivacyrights@enthusiastnetwork.com ",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
If you do not wish your personally identifiable information to be used or shared for these purposes,Article 21 - Right to object ,compliant
How Do You Contact Target?,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
You can also ask us to stop sending you marketing messages,Article 21 - Right to object ,compliant
"If you have other questions, comments or concerns about our privacy practices, or if you wish to issue a request to exercise your rights",Article 21 - Right to object ,compliant
Call 1-888-BEST BUY (1-888-237-8289) with your request and current contact information,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
"Where applicable, you have the right to object to processing of your personal data for certain purposes.",Article 21 - Right to object ,compliant
"You also may ask us not to send you other marketing communications by contacting us as specified in the How To Contact Us"" section below",Article 21 - Right to object ,compliant
"In addition, as required by law, you may object at any time on legitimate grounds",Article 21 - Right to object ,compliant
you may choose to object to this use of your data at any time,Article 21 - Right to object ,compliant
you may choose to opt-out of receiving future offers or marketing material.,Article 18 - Right to restriction of processing ,compliant
Object to the use of your personal data,Article 21 - Right to object ,compliant
The right to object to us processing your personal data where we no longer have a legitimate or legal need to process it.,Article 21 - Right to object ,compliant
Object to direct marketing,Article 21 - Right to object ,compliant
The right to object to your personal data being processed for direct marketing purposes.,Article 21 - Right to object ,compliant
Object to automated decision making,Article 21 - Right to object ,compliant
"The right to not be subject to a decision based solely on automated decision making, including profiling, where the decision would have a legal effect on you or produce a similarly significant effect.","Article 22 - Automated individual decision-making, including profiling ",compliant
You can also stop receiving promotional email communications from us,Article 18 - Right to restriction of processing ,compliant
you may require us not to process your personal information,Article 18 - Right to restriction of processing ,compliant
including profiling,"Article 22 - Automated individual decision-making, including profiling ",compliant
If you object to such processing we will no longer process your personal information for these purposes ,Article 21 - Right to object ,compliant
"you may, at any time ask us to stop processing your data for these direct marketing purposes",Article 18 - Right to restriction of processing ,compliant
If you object to your Personal Information being transferred or used in this manner ,Article 21 - Right to object ,compliant
you may be entitled to access,Article 15 - Right of access by the data subject ,compliant
you may object to the processing of information that we hold relating to you.,Article 21 - Right to object ,compliant
we will provide you with an opportunity to reject the transfer of your Personal Information,Article 21 - Right to object ,compliant
"If we are relying on a legitimate interest to process your personal data, you have the right to object.",Article 21 - Right to object ,compliant
You also have the right to object to us processing your personal data for direct marketing purposes.,Article 21 - Right to object ,compliant
"You have the right not to be subject to automated decision-making, including profiling, which has legal or other significant effects on you.","Article 21 - Right to object , Article 22 - Automated individual decision-making, including profiling ",compliant
you can object to processing of your personal information,Article 21 - Right to object ,compliant
you can ask us to restrict processing of your personal information or request portability of your personal information.,Article 18 - Right to restriction of processing ,compliant
we will provide you with an opportunity to reject the transfer of your Personal Information in such cases.,Article 21 - Right to object ,compliant
You can opt out to this ,Article 18 - Right to restriction of processing ,compliant
you can opt out .,Article 18 - Right to restriction of processing ,compliant
Object to us processing your information.,Article 21 - Right to object ,compliant
"You can ask us to stop using your information, including when we use your information to",Article 21 - Right to object ,compliant
you will have an opportunity to choose not to have us share such information.,Article 21 - Right to object ,compliant
you have the final say in whether or not you would like to receive such commercial communications from us.,Article 21 - Right to object ,compliant
If you want to prevent a third-party advertiser from collecting data,Article 21 - Right to object ,compliant
to object to the processing of information that we hold relating to you.,Article 21 - Right to object ,compliant
You may also have rights to object to our handling of your personal data,Article 21 - Right to object ,compliant
You may also have rights to restrict our processing of your personal data,Article 18 - Right to restriction of processing ,compliant
You may also have rights to withdraw any consent you have provided.,Article 7 - Conditions for consent ,compliant
You may also have a right to object to our use of your information you want to object             to our processing on this ground,Article 21 - Right to object ,compliant
You may opt-out of our marketing emails,Article 18 - Right to restriction of processing ,compliant
you may opt out of certain sharing ,Article 18 - Right to restriction of processing ,compliant
you may in some cases have the option to decline providing that information.,Article 21 - Right to object ,compliant
you can opt out of having your information shared with third parties for those parties' ,Article 18 - Right to restriction of processing ,compliant
If you tell us you donât want to receive marketing messages we will stop sending them.,Article 18 - Right to restriction of processing ,compliant
To opt out of interest-based advertising ,Article 18 - Right to restriction of processing ,compliant
"object to the processing of Personal Data (for instance, where the basis of our processing is our legitimate interests, see section above âLegal Basis for Data Processingâ), and we will stop processing your data.",Article 21 - Right to object ,compliant
You can manage some of your messaging preferences through your account settings,Article 15 - Right of access by the data subject ,compliant
You may be able to limit or disallow our use of certain data ,Article 18 - Right to restriction of processing ,compliant
You can close your account,Article 17 - Right to erasure (right to be forgotten) ,compliant
how you can opt out of behavioral tracking on this Site,Article 18 - Right to restriction of processing ,compliant
"If you do not want us to use your information in this way, you can opt out via the manner specified in the correspondence.",Article 18 - Right to restriction of processing ,compliant
Unsubscribe from Emails.,Article 18 - Right to restriction of processing ,compliant
To unsubscribe from a particular newsletter,Article 18 - Right to restriction of processing ,compliant
Opt-out from SMS messages.,Article 18 - Right to restriction of processing ,compliant
To stop receiving,Article 18 - Right to restriction of processing ,compliant
"After you send the message âSTOPâ to us, to confirm that you have been unsubscribed.",Article 18 - Right to restriction of processing ,compliant
"After this, you will no longer receive messages from us.",Article 18 - Right to restriction of processing ,compliant
You may also opt out of receiving,Article 18 - Right to restriction of processing ,compliant
To     learn about opting out of promotional communications,Article 18 - Right to restriction of processing ,compliant
To learn about opting out of interest-based or online     behavioral advertising,Article 18 - Right to restriction of processing ,compliant
You may decide not to receive promotional communications from,Article 18 - Right to restriction of processing ,compliant
"You     may also communicate to us your decision not to receive promotional     communications by clicking the unsubscribe"" link in a particular     promotional communication.""",Article 21 - Right to object ,compliant
"In addition to opting out , you also may opt out of much interest-based advertising ",Article 18 - Right to restriction of processing ,compliant
If you do not wish to receive,Article 18 - Right to restriction of processing ,compliant
You also have the ability to unsubscribe to promotional e-mails via ,Article 18 - Right to restriction of processing ,compliant
If you do not wish to receive promotional communication,Article 18 - Right to restriction of processing ,compliant
You can opt out of promotional mailings at any time by clicking the unsubscribe link in the emails,Article 18 - Right to restriction of processing ,compliant
You may opt-out from any of these services as follows:Â ,Article 18 - Right to restriction of processing ,compliant
you may opt-out by,Article 18 - Right to restriction of processing ,compliant
If you would like to withdraw your consent,Article 7 - Conditions for consent ,compliant
Unsubscribing from our electronic newsletters or other email marketing online ,Article 18 - Right to restriction of processing ,compliant
Object to the processing of your information for certain purposes ,Article 21 - Right to object ,compliant
which you may disable through the device settings.,Article 18 - Right to restriction of processing ,compliant
If you do not want your personal information used by ,Article 18 - Right to restriction of processing ,compliant
"We also collect personal information, but only if you decide to share it with us.",Article 9 - Processing of special categories of personal data ,compliant
" we share your personal information outside of our corporate family of companies, and we also will not sell or rent your personal information.",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
including how to opt out .,Article 18 - Right to restriction of processing ,compliant
"However, you can choose to stop receiving ",Article 18 - Right to restriction of processing ,compliant
Learn more about how to opt out.,Article 18 - Right to restriction of processing ,compliant
you can cancel and deactivate your account on our help page .,Article 17 - Right to erasure (right to be forgotten) ,compliant
"the legal grounds is your consent, which you may withdraw.",Article 7 - Conditions for consent ,compliant
 you can opt out of some third-party,Article 18 - Right to restriction of processing ,compliant
Object to processing of your personal data where we are relying on a legitimate interest (or those of a third party) and there is something about your particular situation which makes you want to object to processing on this ground as you feel it impacts on your fundamental rights and freedoms.,Article 21 - Right to object ,compliant
You also have the right to object where we are processing your personal data for direct marketing purposes.,Article 21 - Right to object ,compliant
You may contact us at any time to opt out of the use of your Personal Information for marketing purpose,Article 18 - Right to restriction of processing ,compliant
If you would like to opt out of the ,Article 18 - Right to restriction of processing ,compliant
"If you prefer that we do not share your Personal Information, you may opt out of such sharing at no cost ",Article 18 - Right to restriction of processing ,compliant
You have the right to opt out of certain uses and disclosures of your Personal Information.,Article 18 - Right to restriction of processing ,compliant
You have the right to object to ,Article 21 - Right to object ,compliant
you can use the unsubscribe link found at the bottom of the email to opt out of receiving future emails.,Article 18 - Right to restriction of processing ,compliant
you will not be able to opt out of those communications ,Article 18 - Right to restriction of processing ,compliant
"If you do not allow it, or your device does not permit it",Article 18 - Right to restriction of processing ,compliant
You may unsubscribe for free at any time.,Article 18 - Right to restriction of processing ,compliant
You may unsubscribe from our newsletter lists at any time by following the unsubscribe instructions ,Article 18 - Right to restriction of processing ,compliant
You can opt out or unsubscribe from ,Article 18 - Right to restriction of processing ,compliant
 unless you request to unsubscribe ,Article 18 - Right to restriction of processing ,compliant
If you no longer wish to receive these types of communication,Article 18 - Right to restriction of processing ,compliant
You may opt-out of having your ,Article 18 - Right to restriction of processing ,compliant
You may stop or restrict cookies and pixel tags on your computer ,Article 18 - Right to restriction of processing ,compliant
You may decline to share certain information with us,Article 18 - Right to restriction of processing ,compliant
You have the right to ask us not to use your personal data for marketing purposes.,Article 21 - Right to object ,compliant
"At any time, you can decide not to receive these communications and will be able to 'unsubscribe' ",Article 18 - Right to restriction of processing ,compliant
Right to object to processing,Article 21 - Right to object ,compliant
including automated processing and profiling. We do not always make automated decisions about data subjects.,"Article 22 - Automated individual decision-making, including profiling ",compliant
you shall have the opportunity to unsubscribe from receiving these messages ,Article 18 - Right to restriction of processing ,compliant
Honor opt-out/unsubscribe requests quickly.,Article 18 - Right to restriction of processing ,compliant
Allow users to unsubscribe by using the link at the bottom of each email.,Article 18 - Right to restriction of processing ,compliant
You can choose to disable this setting for websites in Safari.,Article 18 - Right to restriction of processing ,compliant
If you decide to stop sharing your activity data,Article 18 - Right to restriction of processing ,compliant
You can choose to turn off ,Article 18 - Right to restriction of processing ,compliant
And you can disable Location Services,Article 18 - Right to restriction of processing ,compliant
This can be disabled.,Article 18 - Right to restriction of processing ,compliant
You can also disable use of your location at any time.,Article 18 - Right to restriction of processing ,compliant
If you'd like to opt-out of such collection and use of data,Article 18 - Right to restriction of processing ,compliant
permitting you to opt-out of receiving future communications.,Article 18 - Right to restriction of processing ,compliant
if at any time you wish not to receive any future communications,Article 18 - Right to restriction of processing ,compliant
"Most browsers allow you to reject all cookies, whilst some browsers allow you to reject just third party cookies.",Article 18 - Right to restriction of processing ,compliant
Stop receiving marketing or promotional,Article 18 - Right to restriction of processing ,compliant
request that we no longer use your information to provide you services,Article 18 - Right to restriction of processing ,compliant
provide you with the opportunity to refuse ,Article 18 - Right to restriction of processing ,compliant
you may have the right to opt-out your Personal Information,Article 18 - Right to restriction of processing ,compliant
you may have the right to object to certain of our uses of your Personal Information at any point.,Article 21 - Right to object ,compliant
opt-out of only specific uses of your Personal Information.,Article 18 - Right to restriction of processing ,compliant
You may also opt-out of promotional e-mails by clicking on an opt-out link within the e-mail you received.,Article 18 - Right to restriction of processing ,compliant
you may opt-out of receiving further e-mails ,Article 18 - Right to restriction of processing ,compliant
you can disable ,Article 18 - Right to restriction of processing ,compliant
you may be able to exercise that choice through opt-out programs ,Article 18 - Right to restriction of processing ,compliant
"permitting you to opt-out"" of receiving future marketing communication",Article 18 - Right to restriction of processing ,compliant
if you wish not to receive any future marketing communications or you wish to have your name deleted ,Article 18 - Right to restriction of processing ,compliant
You can opt out ,Article 18 - Right to restriction of processing ,compliant
"Individuals in the European Economic Area have certain legal rights to obtain confirmation of whether we hold personal data about them, to access personal data we hold about them",Article 15 - Right of access by the data subject ,compliant
have the right to opt out of all of our processing of their personal data ,Article 18 - Right to restriction of processing ,compliant
"If you do not want us to collect this information, you can opt out of receiving Adobe marketing emails .",Article 18 - Right to restriction of processing ,compliant
You have an absolute right to opt-out of direct marketing,Article 18 - Right to restriction of processing ,compliant
profiling we carry out for direct marketing,"Article 22 - Automated individual decision-making, including profiling ",compliant
You may choose whether to receive interest-based advertising by submitting opt-outs.,Article 18 - Right to restriction of processing ,compliant
To learn more about how you can exercise certain choices regarding Interest-based Advertising,Article 18 - Right to restriction of processing ,compliant
Opting out only means ,Article 18 - Right to restriction of processing ,compliant
You may revoke these consents.,Article 7 - Conditions for consent ,compliant
give you the ability to opt-out of this use of your information.,Article 18 - Right to restriction of processing ,compliant
you can opt out as discussed in the Advertising Networks,Article 18 - Right to restriction of processing ,compliant
"Learn more about interest-based advertising, including how to opt out.",Article 18 - Right to restriction of processing ,compliant
"Learn more about interest-based advertising, including how to opt out.",Article 18 - Right to restriction of processing ,compliant
"To limit interest-based advertising, Opt-out of interest-based ads ",Article 18 - Right to restriction of processing ,compliant
AppChoices offers a mechanism to limit the collection of app data used for interest-based ads by participating companies.,Article 18 - Right to restriction of processing ,compliant
to object to the processing).,Article 21 - Right to object ,compliant
unless you object,Article 21 - Right to object ,compliant
the right to object to any uses or disclosures of your personal information,Article 21 - Right to object ,compliant
including the right to object to particular processing,Article 21 - Right to object ,compliant
you may to object to the processing of information that we hold relating to you.,Article 21 - Right to object ,compliant
"If you are an EU resident, you may have the right to object to the Processing of your Personal Information",Article 21 - Right to object ,compliant
You have a right to ask us to stop using ,Article 21 - Right to object ,compliant
The right to object to our processing,Article 21 - Right to object ,compliant
You have the right to object to our processing,Article 21 - Right to object ,compliant
You have the right to object to our use of your personal information,Article 21 - Right to object ,compliant
you have a right to object to the use of personal information,Article 21 - Right to object ,compliant
"have the right to receive, once a year, information about third parties with whom we have shared information about you",Article 15 - Right of access by the data subject ,compliant
You may contact us anytime to opt-out of direct marketing communications,Article 18 - Right to restriction of processing ,compliant
automated decision-making and/or profiling,"Article 22 - Automated individual decision-making, including profiling ",compliant
our collection of sensitive personal data,Article 9 - Processing of special categories of personal data ,compliant
 the transfer of your personal data outside the EEA.,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
You may access the information we hold about you at any time via your profile/account or by contacting us directly.,Article 15 - Right of access by the data subject ,compliant
You can update or correct any inaccuracies in your personal data.,Article 15 - Right of access by the data subject ,compliant
"If you are a registered user, you can access information associated with your Account by logging into the Services.",Article 15 - Right of access by the data subject ,compliant
you may have the right to request that we correct or amend the information,Article 15 - Right of access by the data subject ,compliant
The right to be informed of and request access to the personal data we process about you.,Article 15 - Right of access by the data subject ,compliant
The right to request that we amend or update your personal data where it is inaccurate or incomplete.,Article 15 - Right of access by the data subject ,compliant
The right to request that we temporarily or permanently stop processing all or some of your personal data.,Article 18 - Right to restriction of processing ,compliant
that allow you to make changes regarding your preferences ,Article 15 - Right of access by the data subject ,compliant
 We believe You should have the ability to access and edit it.,Article 15 - Right of access by the data subject ,compliant
You control your account information and settings:Â  You may update your account information and email-communication preferences at any time by logging in to your account and changing your profile settings.,Article 15 - Right of access by the data subject ,compliant
You may access and update some of your information through your GeoRanker Account settings or sending request to contact@GeoRanker.com.,Article 15 - Right of access by the data subject ,compliant
You may choose and control what information you provide about yourself and certain information which is automatically collected via the MLBAM Properties.,Article 15 - Right of access by the data subject ,compliant
you may review and revise certain of your account information,Article 15 - Right of access by the data subject ,compliant
You may review and make changes to the Personal Information,Article 15 - Right of access by the data subject ,compliant
You may access all of your personally identifiable information ,Article 15 - Right of access by the data subject ,compliant
 you may have the opportunity to update that information,Article 15 - Right of access by the data subject ,compliant
We may  share your information in response to a legal request if we have a good faith belief that the law requires us to do so.,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
"to detect, prevent and address fraud and other illegal activity to protect ourselves, you and others, including as part of investigations or to prevent death or imminent bodily harm.",Article 5 - Principles relating to processing of personal data ,compliant
There may be a charge to access your personal data ,Article 15 - Right of access by the data subject ,compliant
"If your Personal Information that we hold is inaccurate, please let us know and we will make the necessary amendments",Article 15 - Right of access by the data subject ,compliant
erase or block the relevant information You may also request the erasure of your Personal Information,Article 17 - Right to erasure (right to be forgotten) ,compliant
if we use Third Parties to carry out automated checks or risk assessments,Article 5 - Principles relating to processing of personal data ,compliant
You also may update or amend your information,Article 15 - Right of access by the data subject ,compliant
 correct whatever information you deem to be incorrect,Article 15 - Right of access by the data subject ,compliant
opt out of information sharing with our advertisers,Article 18 - Right to restriction of processing ,compliant
delete your account.,Article 17 - Right to erasure (right to be forgotten) ,compliant
You can add or update certain information,Article 15 - Right of access by the data subject ,compliant
You may unsubscribe from marketing messages,Article 18 - Right to restriction of processing ,compliant
You have the right to ask for a copy of personal data we hold about you and to check we are dealing with it lawfully by asking for information about how we process it,Article 15 - Right of access by the data subject ,compliant
You may access or change your information at any time in your My Account ,Article 15 - Right of access by the data subject ,compliant
Access to personal information and seeking its correction,Article 15 - Right of access by the data subject ,compliant
You may contact us if you wish to access or correct personal information Lowes holds about you.,Article 15 - Right of access by the data subject ,compliant
"These server logs include information such as your web request, Internet Protocol (IP"") address",Article 9 - Processing of special categories of personal data ,compliant
"Additionally, you can also control, manage and/or delete cookies via your browser settings.","Article 15 - Right of access by the data subject , Article 17 - Right to erasure (right to be forgotten) ",compliant
you can manage you can manage your account settings in the  Account Settings ,Article 15 - Right of access by the data subject ,compliant
Employers can manage settings \,Article 15 - Right of access by the data subject ,compliant
you wish to know which personal information we keep,Article 15 - Right of access by the data subject ,compliant
To view and clear location data that's been associated with your Microsoft account,Article 15 - Right of access by the data subject ,compliant
"You may also access, correct, or request deletion of your personal information","Article 15 - Right of access by the data subject , Article 17 - Right to erasure (right to be forgotten) ",compliant
We may get requests for account information from law enforcement authorities like the police or courts.,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
Access the information we hold about you.,Article 15 - Right of access by the data subject ,compliant
